county_fips,county_nm,county_pop,total_bg_pop,pop_11,pop_12,pop_13,pop_21,pop_22,pop_23,pop_31,pop_32,pop_33,pop_41,pop_42,pop_43,urban_suburban_pop,rural_pop,urban_suburban_perc,rural_perc,metro_fips,metro_nm,city_name,city_pop,city_contains_small_urban,city_contains_mid_sized_urban,city_contains_large_urban,MSA_large_urban,MSA_mid_sized_urban,locale_type
1001,"Autauga County, Alabama",60342,59284.99996,,,,27988.17383,,,,,,15972.93904,15293.79896,30.08813148,27988.17383,31296.82613,0.472095367,0.527904633,33860,"Montgomery, AL",,,,,,0,1,Small town
1003,"Baldwin County, Alabama",253507,229207.3829,,,35186.39265,5970.553992,,18001.59606,32629.08521,5465.141506,,107697.9551,23459.09148,797.566961,59158.5427,131954.6135,0.258100511,0.575699665,19300,"Daphne-Fairhope-Foley, AL",,,,,,0,0,Small urban
1005,"Barbour County, Alabama",24585,24756.99991,,,,,,,,3352.764369,,6302.364799,6909.594807,8192.275934,0,21404.23554,0,0.864573075,,,,,,,,0,0,Rural
1007,"Bibb County, Alabama",21868,22152,,,,,,,,,,36.35298125,21915.0696,200.5774218,0,22152,0,1,13820,"Birmingham, AL",,,,,,0,1,Rural
1009,"Blount County, Alabama",59816,59292,,,,,,,,1540.646592,,9281.888294,47686.30358,783.1615338,0,57751.35341,0,0.974015945,13820,"Birmingham, AL",,,,,,0,1,Rural
1011,"Bullock County, Alabama",9897,10157,,,,,,,,,,,4388.387627,5768.612373,0,10157,0,1,,,,,,,,0,0,Rural
1013,"Butler County, Alabama",18382,18806.99988,,,,,,,,3089.874301,,4411.481941,5558.541837,5747.101796,0,15717.12557,0,0.835706156,,,,,,,,0,0,Rural
1015,"Calhoun County, Alabama",116429,116140.9998,,,30722.51843,,,27765.69233,,,,45477.73416,12175.05488,,58488.21076,57652.78904,0.503596584,0.496403416,11500,"Anniston-Oxford, AL",,,,,,0,0,Small urban
1017,"Chambers County, Alabama",34079,34449.99994,,,,,,,,11934.70151,,10241.89617,11455.38954,818.0127149,0,22515.29843,0,0.653564542,,,,,,,,0,0,Rural
1019,"Cherokee County, Alabama",25666,25224,,,,,,,,,,,25224,,0,25224,0,1,,,,,,,,0,0,Rural
1021,"Chilton County, Alabama",46431,45500,,,,,,,10.30991784,4837.111189,,14287.2935,25274.50984,1090.775553,0,40652.57889,0,0.893463272,13820,"Birmingham, AL",,,,,,0,1,Rural
1023,"Choctaw County, Alabama",12252,12525,,,,,,,,,,,,12525,0,12525,0,1,,,,,,,,0,0,Rural
1025,"Clarke County, Alabama",22337,22802,,,,,,,,,,,128.3586751,22673.64132,0,22802,0,1,,,,,,,,0,0,Rural
1027,"Clay County, Alabama",14111,14188,,,,,,,,,,36.88158909,11604.97725,2546.141156,0,14188,0,1,,,,,,,,0,0,Rural
1029,"Cleburne County, Alabama",15639,15254,,,0.003499524,,,,,,,1252.079578,13794.70151,207.2154151,0.003499524,15253.9965,2.29E-07,0.999999771,,,,,,,,0,0,Rural
1031,"Coffee County, Alabama",55643,54230.9999,,,,,,,,20854.47241,,13038.3286,12712.37161,7625.827291,0,33376.5275,0,0.615451081,,,,,,,,0,0,Small town
1033,"Colbert County, Alabama",58361,57647.99959,,,12445.97867,,,14539.32365,,,,19115.29478,11547.40249,,26985.30232,30662.69727,0.468104748,0.531895252,22520,"Florence-Muscle Shoals, AL",,,,,,0,0,Small town
1035,"Conecuh County, Alabama",11174,11411,,,,,,,,,,,1024.489745,10386.51026,0,11411,0,1,,,,,,,,0,0,Rural
1037,"Coosa County, Alabama",10268,10323,,,,,,,,,,514.7474681,8924.09718,884.155352,0,10323,0,1,,,,,,,,0,0,Rural
1039,"Covington County, Alabama",37952,37646.99989,,,,,,,,,4576.677387,12310.64948,13108.79196,7650.881062,0,33070.3225,0,0.878431817,,,,,,,,0,0,Rural
1041,"Crenshaw County, Alabama",13101,13144,,,,,,,,,,,2428.097049,10715.90295,0,13144,0,1,,,,,,,,0,0,Rural
1043,"Cullman County, Alabama",92016,89462.99999,,,,,,,,15384.79759,,24754.39139,48076.28137,1247.529639,0,74078.2024,0,0.828031727,,,,,,,,0,0,Rural
1045,"Dale County, Alabama",49871,49515.99976,,,557.7126966,,,246.1255436,,12308.2744,,26275.34486,9985.86546,142.6768074,803.8382402,36403.88713,0.016233909,0.735194428,,,,,,,,0,0,Rural
1047,"Dallas County, Alabama",36165,37536,,,,,,,,13023.37398,,11189.22657,9441.899263,3881.500194,0,24512.62603,0,0.653043106,,,,,,,,0,0,Rural
1049,"DeKalb County, Alabama",72569,71945.99981,,,,,,,,4470.100974,,13473.87825,51987.75129,2014.269298,0,67475.89883,0,0.937868666,,,,,,,,0,0,Rural
1051,"Elmore County, Alabama",90441,88668.99978,,,,12632.32108,,,2560.487606,,,36359.15866,37096.65548,20.37694992,12632.32108,73476.19109,0.142466038,0.828657042,33860,"Montgomery, AL",,,,,,0,1,Rural
1053,"Escambia County, Alabama",36558,36694.99998,,,,,,,,5113.389859,,11974.34032,16355.39208,3251.877725,0,31581.61013,0,0.860651591,,,,,,,,0,0,Rural
1055,"Etowah County, Alabama",103241,103207.9996,,,27401.67694,,,18543.50518,,352.3714819,,44037.03594,12873.41002,,45945.18212,56910.44596,0.445170746,0.551415067,23460,"Gadsden, AL",,,,,,0,0,Small town
1057,"Fayette County, Alabama",15967,16173,,,,,,,,,,,3892.402436,12280.59756,0,16173,0,1,,,,,,,,0,0,Rural
1059,"Franklin County, Alabama",31802,31978,,,,,,,,5738.112619,,7842.718673,12292.84453,6104.324178,0,26239.88739,0,0.820560616,,,,,,,,0,0,Rural
1061,"Geneva County, Alabama",26988,26726,,,,,,9.707576146,,,,3204.767531,17690.97764,5820.547249,9.707576146,26716.29242,0.000363226,0.999636774,20020,"Dothan, AL",,,,,,0,0,Rural
1063,"Greene County, Alabama",7341,7589,,,,,,,,,,92.92267075,4074.283367,3421.793962,0,7589,0,1,46220,"Tuscaloosa, AL",,,,,,0,1,Rural
1065,"Hale County, Alabama",14888,14749,,,,,,,,,,476.7723615,11391.79809,2880.429548,0,14749,0,1,46220,"Tuscaloosa, AL",,,,,,0,1,Rural
1067,"Henry County, Alabama",17899,17450,,,,,,,,,,3119.333162,12661.08491,1669.581924,0,17450,0,1,20020,"Dothan, AL",,,,,,0,0,Rural
1069,"Houston County, Alabama",108462,107627.9992,,,57695.85084,,,2824.840676,,,,32480.99607,14626.31165,,60520.69151,47107.30772,0.562313635,0.437686365,20020,"Dothan, AL","Dothan city, Alabama",71258,1,0,0,0,0,Small urban
1071,"Jackson County, Alabama",53467,52839,,,,,,,,6391.584159,,12914.40963,30275.72305,3257.283163,0,46447.41584,0,0.879036618,,,,,,,,0,0,Rural
1073,"Jefferson County, Alabama",662895,669743.9969,,193330.3687,,349024.1515,,,,,,107541.7648,19847.71193,,542354.5202,127389.4768,0.809793776,0.190206224,13820,"Birmingham, AL","Birmingham city, Alabama",196644,0,1,0,0,1,Mid-sized urban
1075,"Lamar County, Alabama",13661,13809,,,,,,,,,,,798.9970186,13010.00298,0,13809,0,1,,,,,,,,0,0,Rural
1077,"Lauderdale County, Alabama",96814,95036.99978,,,35002.02954,,,4734.12183,,,,23689.75529,31484.23068,126.8624462,39736.15137,55300.84841,0.418112435,0.581887565,22520,"Florence-Muscle Shoals, AL",,,,,,0,0,Small town
1079,"Lawrence County, Alabama",33502,33182,,,,,,0.100618801,,,,5682.864304,27392.34713,106.6879509,0.100618801,33181.89938,3.03E-06,0.999996968,19460,"Decatur, AL",,,,,,0,0,Rural
1081,"Lee County, Alabama",183215,177662.9998,,,82482.48257,22757.65847,1643.340542,,,,,59332.81493,11446.70326,,106883.4816,70779.51819,0.601607998,0.398392002,12220,"Auburn-Opelika, AL","Auburn city, Alabama",82025,1,0,0,0,0,Small urban
1083,"Limestone County, Alabama",114654,107576.9996,,1674.58873,12.44973883,13789.84054,,19.91543242,17916.80093,,,52160.56217,22002.84201,,15496.79444,74163.40418,0.144053046,0.689398333,26620,"Huntsville, AL",,,,,,0,1,Small town
1085,"Lowndes County, Alabama",9717,10008,,,,,,,,,,9.201212095,9230.925206,767.8735823,0,10008,0,1,33860,"Montgomery, AL",,,,,,0,1,Rural
1087,"Macon County, Alabama",18370,18951,,,,,,,,5207.774091,,5476.914875,8266.311029,,0,13743.2259,0,0.725197927,12220,"Auburn-Opelika, AL",,,,,,0,0,Rural
1089,"Madison County, Alabama",412600,397134.9974,,177045.5024,,105625.6991,,,8985.345711,,,85970.53767,19507.91255,,282671.2015,105478.4502,0.711776105,0.265598476,26620,"Huntsville, AL","Huntsville city, Alabama",225564,0,1,0,0,1,Mid-sized urban
1091,"Marengo County, Alabama",18684,19026.99995,,,,,,,,,2991.59043,3596.924784,3544.691343,8893.793396,0,16035.40952,0,0.842771302,,,,,,,,0,0,Rural
1093,"Marion County, Alabama",29244,29189.99998,,,,,,,,,,,,29189.99998,0,29189.99998,0,1,,,,,,,,0,0,Rural
1095,"Marshall County, Alabama",100756,98711.99933,,,,,,,,29989.80255,,40859.27673,27862.92006,,0,68722.19678,0,0.696188885,,,,,,,,0,0,Small town
1097,"Mobile County, Alabama",411640,409430.6263,,182449.2459,,108675.2362,,,,,,85334.39991,32971.74424,,291124.4821,118306.1441,0.711047155,0.288952845,33660,"Mobile, AL","Mobile city, Alabama",182595,0,1,0,0,1,Mid-sized urban
1099,"Monroe County, Alabama",19229,19580,,,,,,,,,2165.010753,4888.238863,7090.171847,5436.578542,0,17414.98925,0,0.889427439,,,,,,,,0,0,Rural
1101,"Montgomery County, Alabama",224980,227196.9991,,178091.8162,,5850.290117,,,,,,34716.15449,8538.738294,,183942.1063,43254.89279,0.809615035,0.190384965,33860,"Montgomery, AL","Montgomery city, Alabama",195287,0,1,0,0,1,Mid-sized urban
1103,"Morgan County, Alabama",125133,123741.9999,,,47332.07759,,,5141.540567,9648.731407,,,42935.147,18684.5033,,52473.61816,61619.6503,0.424056652,0.497968761,19460,"Decatur, AL","Decatur city, Alabama",58321,1,0,0,0,0,Small urban
1105,"Perry County, Alabama",7738,8231,,,,,,,,,,,810.0209557,7420.979044,0,8231,0,1,,,,,,,,0,0,Rural
1107,"Pickens County, Alabama",18688,18843,,,,,,,,,,,8998.68126,9844.318738,0,18843,0,1,46220,"Tuscaloosa, AL",,,,,,0,1,Rural
1109,"Pike County, Alabama",33137,32952.99995,,,,,,,,,9340.525847,8973.259805,11514.08669,3125.1276,0,23612.4741,0,0.71655006,,,,,,,,0,0,Rural
1111,"Randolph County, Alabama",22786,22310,,,,,,,,,,,7603.385115,14706.61488,0,22310,0,1,,,,,,,,0,0,Rural
1113,"Russell County, Alabama",58744,58857.99987,,23.88525847,,29101.15598,,,,,,20631.59339,9001.284572,100.0806629,29125.04124,29732.95863,0.494835728,0.505164272,17980,"Columbus, GA-AL",,,,,,0,1,Small town
1115,"St. Clair County, Alabama",95552,92902.99978,,,,13193.08893,,,,6478.896767,,47756.35182,25474.66226,,13193.08893,73231.01408,0.142009289,0.788252417,13820,"Birmingham, AL",,,,,,0,1,Rural
1117,"Shelby County, Alabama",233000,226954.9998,,2209.741988,,131468.6398,,,2195.847203,,,72550.33893,18530.43186,,133678.3818,91080.77079,0.589008314,0.401316432,13820,"Birmingham, AL",,,,,,0,1,Suburban
1119,"Sumter County, Alabama",11727,12020,,,,,,,,,,24.38395264,494.3061915,11501.30986,0,12020,0,1,,,,,,,,0,0,Rural
1121,"Talladega County, Alabama",81132,81169.99961,,,1352.032318,,,1202.901028,,17844.13947,,37587.45655,23183.47024,,2554.933346,60770.92679,0.031476326,0.748687041,,,,,,,,0,0,Small town
1123,"Tallapoosa County, Alabama",40677,41069.99996,,,,,,,,4312.740583,,9289.930062,26562.39678,904.9325316,0,36757.25937,0,0.89499049,,,,,,,,0,0,Rural
1125,"Tuscaloosa County, Alabama",237373,234035.9997,,92372.00173,,,50931.01582,,,,,56046.42177,34686.56038,,143303.0176,90732.98215,0.612311857,0.387688143,46220,"Tuscaloosa, AL","Tuscaloosa city, Alabama",111338,0,1,0,0,1,Mid-sized urban
1127,"Walker County, Alabama",64728,64885.99997,,,,,,,,8971.823995,,15309.55915,34770.30286,5834.31396,0,55914.17597,0,0.861729433,13820,"Birmingham, AL",,,,,,0,1,Rural
1129,"Washington County, Alabama",15022,15270,,,,,,,,,,,2781.529105,12488.47089,0,15270,0,1,,,,,,,,0,0,Rural
1131,"Wilcox County, Alabama",9944,10347,,,,,,,,,,,,10347,0,10347,0,1,,,,,,,,0,0,Rural
1133,"Winston County, Alabama",23611,23637,,,,,,,,,,,3776.848954,19860.15105,0,23637,0,1,,,,,,,,0,0,Rural
2013,"Aleutians East Borough, Alaska",3461,3314.165447,,,,,,,,,,,,3314.165447,0,3314.165447,0,1,,,,,,,,0,0,Rural
2016,"Aleutians West Census Area, Alaska",5160,4935.610065,,,,,,,,,,,,4935.610065,0,4935.610065,0,1,,,,,,,,0,0,Rural
2020,"Anchorage Municipality, Alaska",286075,288764.4553,232670.173,,,,,,23123.51656,,,22600.67637,8524.585014,1845.504296,232670.173,32970.76568,0.805743812,0.114178754,11260,"Anchorage, AK","Anchorage municipality, Alaska",286075,0,0,1,1,0,Large urban
